nroErrores;Error;GÉNERO;AÑO;GRADO;GRUPO;FECHA DE NACIMIENTO;EDAD;NIVEL;CATEGORÍA;UNIDAD ACADÉMICA;SEDE;PROGRAMA EDUCATIVO;NACIONALIDAD;ESTADO DE NACIMIENTO;LENGUA INDÍGENA;Núm. ALUMNOS
852;Error en formato de fecha;M;2020           ;15             ;               ;1973/05/15;47             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
853;Error en formato de fecha;H;2020           ;15             ;               ;1991/02/21;29             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;QUERÉTARO      ;             ;1              
854;Error en formato de fecha;H;2020           ;15             ;               ;1985/09/12;35             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;PUEBLA         ;             ;1              
855;Error en formato de fecha;M;2020           ;15             ;               ;1973/12/01;46             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
856;Error en formato de fecha;M;2020           ;15             ;               ;1982/01/10;38             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
857;Error en formato de fecha;H;2020           ;15             ;               ;1984/08/14;36             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MICHOACÁN      ;             ;1              
858;Error en formato de fecha;H;2020           ;15             ;               ;1986/10/03;34             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
859;Error en formato de fecha;H;2020           ;15             ;               ;1974/03/27;46             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
860;Error en formato de fecha;H;2020           ;15             ;               ;1970/02/07;50             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;CHIAPAS        ;             ;1              
861;Error en formato de fecha;H;2020           ;15             ;               ;1967/08/03;53             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
862;Error en formato de fecha;M;2020           ;15             ;               ;1987/02/11;33             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;COLOMBIA;EXTRANJERO     ;             ;1              
863;Error en formato de fecha;M;2020           ;15             ;               ;1964/05/13;56             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;DOCTORADO EN CIENCIAS;CUBANA  ;EXTRANJERO     ;             ;1              
864;Error en formato de fecha;M;2020           ;15             ;               ;1966/04/30;54             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
865;Error en formato de fecha;M;2020           ;15             ;               ;1988/01/25;32             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
866;Error en formato de fecha;M;2020           ;15             ;               ;1989/05/21;31             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;MIXTECO      ;1              
867;Error en formato de fecha;H;2020           ;15             ;               ;1983/02/26;37             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;DURANGO        ;             ;1              
868;Error en formato de fecha;M;2020           ;15             ;               ;1985/01/11;35             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
869;Error en formato de fecha;H;2020           ;15             ;               ;1984/07/24;36             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;SONORA         ;             ;1              
870;Error en formato de fecha;M;2020           ;15             ;               ;1980/11/09;40             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;PÁPAGO       ;1              
871;Error en formato de fecha;M;2020           ;15             ;               ;1990/01/31;30             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;HUAVE        ;1              
872;Error en formato de fecha;H;2020           ;15             ;               ;1990/03/21;30             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
873;Error en formato de fecha;M;2020           ;15             ;               ;1989/01/27;31             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MORELOS        ;             ;1              
874;Error en formato de fecha;H;2020           ;15             ;               ;1982/03/28;38             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
875;Error en formato de fecha;M;2020           ;15             ;               ;1986/08/27;34             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
876;Error en formato de fecha;M;2020           ;15             ;               ;1989/02/06;31             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
877;Error en formato de fecha;H;2020           ;15             ;               ;1987/09/01;33             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
878;Error en formato de fecha;M;2020           ;15             ;               ;1987/03/05;33             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
879;Error en formato de fecha;M;2020           ;15             ;               ;1991/08/06;29             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;JAPONESA;EXTRANJERO     ;             ;1              
880;Error en formato de fecha;M;2020           ;15             ;               ;1985/05/16;35             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
881;Error en formato de fecha;M;2020           ;15             ;               ;1983/09/07;37             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;CDMX           ;             ;1              
882;Error en formato de fecha;H;2020           ;15             ;               ;1985/12/07;34             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;PUEBLA         ;             ;1              
883;Error en formato de fecha;H;2020           ;15             ;               ;1989/05/20;31             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
884;Error en formato de fecha;M;2020           ;15             ;               ;1988/01/30;32             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
885;Error en formato de fecha;M;2020           ;15             ;               ;1991/07/25;29             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;ZACATECAS      ;             ;1              
886;Error en formato de fecha;H;2020           ;15             ;               ;1991/11/19;29             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;MÉXICO         ;             ;1              
887;Error en formato de fecha;M;2020           ;15             ;               ;1982/02/13;38             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;NUEVO LEÓN     ;             ;1              
888;Error en formato de fecha;M;2020           ;15             ;               ;1988/05/05;32             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
889;Error en formato de fecha;M;2020           ;15             ;               ;1990/06/25;30             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
890;Error en formato de fecha;M;2020           ;15             ;               ;1988/02/22;32             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
891;Error en formato de fecha;M;2020           ;15             ;               ;1975/03/11;45             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
892;Error en formato de fecha;M;2020           ;15             ;               ;1988/05/07;32             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;QUERÉTARO      ;             ;1              
893;Error en formato de fecha;H;2020           ;15             ;               ;1986/07/10;34             ;DOCTORADO   ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
894;Error en formato de fecha;M;2020           ;16             ;               ;1989/10/12;31             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;MÉXICO         ;             ;1              
895;Error en formato de fecha;H;2020           ;16             ;               ;1983/06/29;37             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;COLOMBIA;EXTRANJERO     ;             ;1              
896;Error en formato de fecha;M;2020           ;16             ;               ;1987/12/24;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUERRERO       ;             ;1              
897;Error en formato de fecha;H;2020           ;16             ;               ;1990/06/06;30             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUERRERO       ;             ;1              
898;Error en formato de fecha;M;2020           ;16             ;               ;1976/10/26;44             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
899;Error en formato de fecha;H;2020           ;16             ;               ;1970/08/30;50             ;DOCTORADO   ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;DOCTORADO EN RECURSOS;MEXICANA;COAHUILA       ;             ;1              
900;Error en formato de fecha;H;2020           ;16             ;               ;1990/10/13;30             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
901;Error en formato de fecha;H;2020           ;16             ;               ;1980/01/21;40             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
902;Error en formato de fecha;H;2020           ;16             ;               ;1963/11/09;57             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;ECUATORI;EXTRANJERO     ;             ;1              
903;Error en formato de fecha;M;2020           ;16             ;               ;1984/02/10;36             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;ECUATORI;EXTRANJERO     ;             ;1              
904;Error en formato de fecha;H;2020           ;16             ;               ;1981/02/21;39             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;HIDALGO        ;             ;1              
905;Error en formato de fecha;M;2020           ;16             ;               ;1987/04/23;33             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
906;Error en formato de fecha;H;2020           ;16             ;               ;1987/11/19;33             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;TAMAULIPAS     ;             ;1              
907;Error en formato de fecha;M;2020           ;16             ;               ;1960/05/27;60             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
908;Error en formato de fecha;M;2020           ;16             ;               ;1986/01/03;34             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;PUEBLA         ;             ;1              
909;Error en formato de fecha;H;2020           ;16             ;               ;1970/11/25;50             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
910;Error en formato de fecha;H;2020           ;16             ;               ;1981/01/11;39             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;ZACATECAS      ;             ;1              
911;Error en formato de fecha;H;2020           ;16             ;               ;1985/03/03;35             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;JALISCO        ;             ;1              
912;Error en formato de fecha;M;2020           ;16             ;               ;1989/11/11;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
913;Error en formato de fecha;M;2020           ;16             ;               ;1988/12/13;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
914;Error en formato de fecha;M;2020           ;16             ;               ;1987/12/01;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
915;Error en formato de fecha;M;2020           ;16             ;               ;1987/12/27;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;OAXACA         ;             ;1              
916;Error en formato de fecha;H;2020           ;16             ;               ;1991/02/11;29             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;HIDALGO        ;             ;1              
917;Error en formato de fecha;M;2020           ;16             ;               ;1984/05/07;36             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
918;Error en formato de fecha;H;2020           ;16             ;               ;1988/07/28;32             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;GUERRERO       ;             ;1              
919;Error en formato de fecha;H;2020           ;16             ;               ;1989/02/11;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
920;Error en formato de fecha;H;2020           ;16             ;               ;1986/06/11;34             ;DOCTORADO   ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
921;Error en formato de fecha;M;2020           ;16             ;               ;1983/05/17;37             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
922;Error en formato de fecha;M;2020           ;16             ;               ;1989/11/23;31             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;MÉXICO         ;             ;1              
923;Error en formato de fecha;H;2020           ;16             ;               ;1975/07/17;45             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
924;Error en formato de fecha;H;2020           ;16             ;               ;1992/06/04;28             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;TAMAULIPAS     ;             ;1              
925;Error en formato de fecha;M;2020           ;16             ;               ;1989/01/12;31             ;DOCTORADO   ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;DOCTORADO EN RECURSOS;MEXICANA;CHIAPAS        ;             ;1              
926;Error en formato de fecha;H;2020           ;16             ;               ;1971/12/22;48             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
927;Error en formato de fecha;M;2020           ;16             ;               ;1984/03/24;36             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
928;Error en formato de fecha;H;2020           ;16             ;               ;1984/12/06;35             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
929;Error en formato de fecha;H;2020           ;16             ;               ;1976/11/26;44             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
930;Error en formato de fecha;M;2020           ;16             ;               ;1992/12/21;27             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;OAXACA         ;             ;1              
931;Error en formato de fecha;M;2020           ;16             ;               ;1982/07/03;38             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;CDMX           ;             ;1              
932;Error en formato de fecha;M;2020           ;16             ;               ;1969/03/23;51             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;VENEZOLA;EXTRANJERO     ;             ;1              
933;Error en formato de fecha;M;2020           ;16             ;               ;1988/12/23;31             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;JALISCO        ;             ;1              
934;Error en formato de fecha;M;2020           ;16             ;               ;1990/03/25;30             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;CDMX           ;             ;1              
935;Error en formato de fecha;M;2020           ;16             ;               ;1973/01/29;47             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
936;Error en formato de fecha;M;2020           ;16             ;               ;1976/11/06;44             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
937;Error en formato de fecha;M;2020           ;16             ;               ;1986/10/25;34             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
938;Error en formato de fecha;M;2020           ;16             ;               ;1988/08/04;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
939;Error en formato de fecha;M;2020           ;16             ;               ;1985/10/25;35             ;DOCTORADO   ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;DOCTORADO EN RECURSOS;MEXICANA;COAHUILA       ;             ;1              
940;Error en formato de fecha;M;2020           ;16             ;               ;1990/11/02;30             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;OAXACA         ;             ;1              
941;Error en formato de fecha;M;2020           ;16             ;               ;1987/03/12;33             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
942;Error en formato de fecha;M;2020           ;16             ;               ;1988/07/14;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
943;Error en formato de fecha;M;2020           ;16             ;               ;1978/09/01;42             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;HIDALGO        ;             ;1              
944;Error en formato de fecha;H;2020           ;16             ;               ;1993/07/24;27             ;DOCTORADO   ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;VERACRUZ       ;             ;1              
945;Error en formato de fecha;H;2020           ;16             ;               ;1979/04/05;41             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CHIAPAS        ;             ;1              
946;Error en formato de fecha;H;2020           ;16             ;               ;1991/06/23;29             ;DOCTORADO   ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;CDMX           ;             ;1              
947;Error en formato de fecha;M;2020           ;16             ;               ;1991/06/17;29             ;DOCTORADO   ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;DOCTORADO EN PROBLEMA;MEXICANA;VERACRUZ       ;             ;1              
948;Error en formato de fecha;M;2020           ;17             ;               ;1985/12/12;34             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;PERUANA ;EXTRANJERO     ;             ;1              
949;Error en formato de fecha;M;2020           ;17             ;               ;1987/07/28;33             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
950;Error en formato de fecha;H;2020           ;17             ;               ;1990/12/02;29             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;MÉXICO         ;             ;1              
951;Error en formato de fecha;H;2020           ;17             ;               ;1989/01/04;31             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
952;Error en formato de fecha;H;2020           ;17             ;               ;1990/11/13;30             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
953;Error en formato de fecha;H;2020           ;17             ;               ;1991/04/07;29             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;SONORA         ;             ;1              
954;Error en formato de fecha;M;2020           ;17             ;               ;1988/12/09;31             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;GUANAJUATO     ;             ;1              
955;Error en formato de fecha;M;2020           ;17             ;               ;1990/01/03;30             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;HIDALGO        ;             ;1              
956;Error en formato de fecha;H;2020           ;17             ;               ;1980/12/11;39             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
957;Error en formato de fecha;M;2020           ;17             ;               ;1991/06/04;29             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;BAJA CALIFORNIA;             ;1              
958;Error en formato de fecha;H;2020           ;17             ;               ;1990/05/12;30             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;OAXACA         ;             ;1              
959;Error en formato de fecha;H;2020           ;17             ;               ;1991/04/23;29             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;MÉXICO         ;             ;1              
960;Error en formato de fecha;H;2020           ;17             ;               ;1988/04/02;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;MEXICANA;PUEBLA         ;             ;1              
961;Error en formato de fecha;H;2020           ;17             ;               ;1988/08/07;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;DOCTORADO EN INGENIER;COLOMBIA;EXTRANJERO     ;             ;1              
962;Error en formato de fecha;M;2020           ;17             ;               ;1988/09/20;32             ;DOCTORADO   ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;PUEBLA         ;             ;1              
963;Error en formato de fecha;H;2020           ;17             ;               ;1990/03/08;30             ;DOCTORADO   ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;DOCTORADO EN CIENCIAS;MEXICANA;MÉXICO         ;             ;1              
